#node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
VPS16,VPS18,1857223,1842787,9606.ENSP00000369810,9606.ENSP00000220509,0,0,0,0,0,0.999,0,0,0.999
XIAP,UBC,1853225,1852861,9606.ENSP00000347858,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
POLR2J,POLR2C,1847371,1842734,9606.ENSP00000292614,9606.ENSP00000219252,0,0,0,0,0,0.999,0,0,0.999
PSMA1,PSMA3,1861079,1842599,9606.ENSP00000414359,9606.ENSP00000216455,0,0,0,0.756,0,0.999,0,0,0.999
PSMB2,UCHL5,1855861,1854595,9606.ENSP00000362334,9606.ENSP00000356425,0,0,0,0,0,0.999,0,0,0.999
LSM3,LSM7,1848377,1844145,9606.ENSP00000302160,9606.ENSP00000252622,0,0,0,0,0,0.999,0,0,0.999
UBC,POLR2A,1852861,1849743,9606.ENSP00000344818,9606.ENSP00000314949,0,0,0,0,0,0.999,0,0,0.999
LSM2,NAA38,1856353,1843955,9606.ENSP00000364813,9606.ENSP00000249299,0,0,0,0,0,0.999,0,0,0.999
TMED10,TMED2,1848494,1845096,9606.ENSP00000303145,9606.ENSP00000262225,0,0,0,0.701,0,0.999,0,0,0.999
PSMA1,PSMB5,1861079,1854354,9606.ENSP00000414359,9606.ENSP00000355325,0,0,0,0,0,0.999,0,0,0.999
POLR2A,POLR2G,1849743,1848338,9606.ENSP00000314949,9606.ENSP00000301788,0,0,0,0,0,0.999,0,0,0.999
AIMP1,MARS,1858222,1845042,9606.ENSP00000378191,9606.ENSP00000262027,0,0,0,0,0,0.999,0,0,0.999
SDHB,SDHA,1856313,1845646,9606.ENSP00000364649,9606.ENSP00000264932,0,0,0,0,0,0.999,0,0,0.999
COPS5,COPS7B,1853602,1846289,9606.ENSP00000350512,9606.ENSP00000272995,0,0,0,0,0,0.999,0,0,0.999
STRN3,CCT7,1853542,1844568,9606.ENSP00000350071,9606.ENSP00000258091,0,0,0,0,0,0.999,0,0,0.999
POLR2K,POLR2G,1852637,1848338,9606.ENSP00000342889,9606.ENSP00000301788,0,0,0,0,0,0.999,0,0,0.999
RAD23B,UBC,1853623,1852861,9606.ENSP00000350708,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
PSMD6,PSMA3,1847640,1842599,9606.ENSP00000295901,9606.ENSP00000216455,0,0,0,0,0,0.999,0,0,0.999
LSM1,LSM3,1849319,1848377,9606.ENSP00000310596,9606.ENSP00000302160,0,0,0,0,0,0.999,0,0,0.999
EFTUD2,SNRNP40,1859618,1845395,9606.ENSP00000392094,9606.ENSP00000263694,0,0,0,0,0,0.999,0,0,0.999
MED13,TRIP4,1858525,1845018,9606.ENSP00000380888,9606.ENSP00000261884,0,0,0,0,0,0.999,0,0,0.999
COPS5,COPS7A,1853602,1843187,9606.ENSP00000350512,9606.ENSP00000229251,0,0,0,0,0,0.999,0,0,0.999
NFYC,NFYB,1859948,1843547,9606.ENSP00000396620,9606.ENSP00000240055,0,0,0,0,0,0.999,0,0,0.999
LSM7,SNRPD3,1844145,1842511,9606.ENSP00000252622,9606.ENSP00000215829,0,0,0,0,0,0.999,0,0,0.999
EXOSC1,EXOSC7,1855369,1845771,9606.ENSP00000359939,9606.ENSP00000265564,0,0,0,0,0,0.999,0,0,0.999
XIAP,CASP9,1853225,1851230,9606.ENSP00000347858,9606.ENSP00000330237,0,0,0,0,0,0.999,0,0,0.999
PSMA1,PSMB2,1861079,1855861,9606.ENSP00000414359,9606.ENSP00000362334,0,0,0,0,0,0.999,0,0,0.999
UCHL5,PSMC2,1854595,1847374,9606.ENSP00000356425,9606.ENSP00000292644,0,0,0,0,0,0.999,0,0,0.999
MAP3K7,UBC,1855005,1852861,9606.ENSP00000358335,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
UBC,RIPK1,1852861,1844726,9606.ENSP00000344818,9606.ENSP00000259808,0,0,0,0,0,0.999,0,0,0.999
PPP2R1A,PPFIA1,1850680,1844260,9606.ENSP00000324804,9606.ENSP00000253925,0,0,0,0,0,0.999,0,0,0.999
LSM1,LSM7,1849319,1844145,9606.ENSP00000310596,9606.ENSP00000252622,0,0,0,0,0,0.999,0,0,0.999
LSM4,LSM1,1864161,1849319,9606.ENSP00000469468,9606.ENSP00000310596,0,0,0,0,0,0.999,0,0,0.999
STX5,GOSR1,1847470,1843045,9606.ENSP00000294179,9606.ENSP00000225724,0,0,0,0,0,0.999,0,0,0.999
GPS1,COPS7B,1853150,1846289,9606.ENSP00000347251,9606.ENSP00000272995,0,0,0,0,0,0.999,0,0,0.999
COPS6,COPS7A,1848600,1843187,9606.ENSP00000304102,9606.ENSP00000229251,0,0,0,0,0,0.999,0,0,0.999
SF3B1,SF3B2,1851836,1850085,9606.ENSP00000335321,9606.ENSP00000318861,0,0,0,0,0,0.999,0,0,0.999
EEF1E1,MARS,1857083,1845042,9606.ENSP00000369038,9606.ENSP00000262027,0,0,0,0,0,0.999,0,0,0.999
PSMA7,PSMA6,1855365,1844920,9606.ENSP00000359910,9606.ENSP00000261479,0,0,0,0.833,0,0.999,0,0,0.999
GSK3B,AXIN1,1850681,1845118,9606.ENSP00000324806,9606.ENSP00000262320,0,0,0,0,0,0.999,0,0,0.999
UBC,RABGEF1,1852861,1846935,9606.ENSP00000344818,9606.ENSP00000284957,0,0,0,0,0,0.999,0,0,0.999
ERCC3,GTF2H1,1846961,1845828,9606.ENSP00000285398,9606.ENSP00000265963,0,0,0,0,0,0.999,0,0,0.999
PSMC3,PSMD6,1847998,1847640,9606.ENSP00000298852,9606.ENSP00000295901,0,0,0,0,0,0.999,0,0,0.999
UBC,STAM2,1852861,1845433,9606.ENSP00000344818,9606.ENSP00000263904,0,0,0,0,0,0.999,0,0,0.999
EIF2B4,EIF2B2,1859834,1845860,9606.ENSP00000394869,9606.ENSP00000266126,0,0,0,0.675,0,0.999,0,0,0.999
PRPF8,SNRNP40,1848629,1845395,9606.ENSP00000304350,9606.ENSP00000263694,0,0,0,0,0,0.999,0,0,0.999
SMARCA4,SMARCB1,1853627,1845291,9606.ENSP00000350720,9606.ENSP00000263121,0,0,0,0,0,0.999,0,0,0.999
LSM5,LSM7,1860867,1844145,9606.ENSP00000410758,9606.ENSP00000252622,0,0,0,0,0,0.999,0,0,0.999
SF3B5,SF3B1,1854620,1851836,9606.ENSP00000356541,9606.ENSP00000335321,0,0,0,0,0,0.999,0,0,0.999
COPS5,COPS6,1853602,1848600,9606.ENSP00000350512,9606.ENSP00000304102,0,0,0,0,0,0.999,0,0,0.999
MED14,OBFC1,1850574,1843006,9606.ENSP00000323720,9606.ENSP00000224950,0,0,0,0,0,0.999,0,0,0.999
UBE2D2,UBC,1858646,1852861,9606.ENSP00000381717,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
UCHL5,PSMA5,1854595,1846187,9606.ENSP00000356425,9606.ENSP00000271308,0,0,0,0,0,0.999,0,0,0.999
UCHL5,PSMC3,1854595,1847998,9606.ENSP00000356425,9606.ENSP00000298852,0,0,0,0,0,0.999,0,0,0.999
UPF3B,EIF4A3,1846479,1846086,9606.ENSP00000276201,9606.ENSP00000269349,0,0,0,0,0,0.999,0,0,0.999
FAF1,VCP,1855550,1853766,9606.ENSP00000360843,9606.ENSP00000351777,0,0,0,0,0,0.999,0,0,0.999
NDUFA7,NDUFA2,1864424,1844104,9606.ENSP00000470609,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.999
PSMD1,PSMD10,1849179,1842679,9606.ENSP00000309474,9606.ENSP00000217958,0,0,0,0,0,0.999,0,0,0.999
PSMD6,PSMC2,1847640,1847374,9606.ENSP00000295901,9606.ENSP00000292644,0,0,0,0,0,0.999,0,0,0.999
UBC,AKT1,1852861,1846136,9606.ENSP00000344818,9606.ENSP00000270202,0,0,0,0,0,0.999,0,0,0.999
SF3B1,PHF5A,1851836,1842571,9606.ENSP00000335321,9606.ENSP00000216252,0,0,0,0,0,0.999,0,0,0.999
ERCC2,ERCC3,1857962,1846961,9606.ENSP00000375809,9606.ENSP00000285398,0,0,0,0,0,0.999,0,0,0.999
POLR2A,TRIP4,1849743,1845018,9606.ENSP00000314949,9606.ENSP00000261884,0,0,0,0,0,0.999,0,0,0.999
COG2,COG3,1854425,1844624,9606.ENSP00000355629,9606.ENSP00000258654,0,0,0,0,0,0.999,0,0,0.999
LSM4,LSM7,1864161,1844145,9606.ENSP00000469468,9606.ENSP00000252622,0,0,0,0,0,0.999,0,0,0.999
PSMD1,PSMD6,1849179,1847640,9606.ENSP00000309474,9606.ENSP00000295901,0,0,0,0,0,0.999,0,0,0.999
SMARCE1,SMARCB1,1850602,1845291,9606.ENSP00000323967,9606.ENSP00000263121,0,0,0,0,0,0.999,0,0,0.999
LSM4,LSM3,1864161,1848377,9606.ENSP00000469468,9606.ENSP00000302160,0,0,0,0,0,0.999,0,0,0.999
COPS6,COPS3,1848600,1846040,9606.ENSP00000304102,9606.ENSP00000268717,0,0,0,0,0,0.999,0,0,0.999
PSMD3,PSMD7,1845579,1842741,9606.ENSP00000264639,9606.ENSP00000219313,0,0,0,0,0,0.999,0,0,0.999
EFTUD2,SNRNP200,1859618,1849929,9606.ENSP00000392094,9606.ENSP00000317123,0,0,0,0,0,0.999,0,0,0.999
UBE2I,UBA2,1850693,1843822,9606.ENSP00000324897,9606.ENSP00000246548,0,0,0,0,0,0.999,0,0,0.999
UCHL5,PSMD7,1854595,1842741,9606.ENSP00000356425,9606.ENSP00000219313,0,0,0,0,0,0.999,0,0,0.999
UCHL5,PSMA6,1854595,1844920,9606.ENSP00000356425,9606.ENSP00000261479,0,0,0,0,0,0.999,0,0,0.999
COPS5,COPS3,1853602,1846040,9606.ENSP00000350512,9606.ENSP00000268717,0,0,0,0,0,0.999,0,0,0.999
PLRG1,SF3B1,1861628,1851836,9606.ENSP00000424417,9606.ENSP00000335321,0,0,0,0,0,0.999,0,0,0.999
NDUFS4,NDUFA2,1847776,1844104,9606.ENSP00000296684,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.999
PSMB2,PSMB1,1855861,1845087,9606.ENSP00000362334,9606.ENSP00000262193,0,0,0,0.712,0,0.999,0,0,0.999
EIF3I,EIF3B,1855943,1854079,9606.ENSP00000362688,9606.ENSP00000354125,0,0,0,0,0,0.999,0,0,0.999
PRKAG1,PRKAB1,1850588,1843198,9606.ENSP00000323867,9606.ENSP00000229328,0,0,0,0,0,0.999,0,0,0.999
XRCC5,XRCC6,1857983,1853821,9606.ENSP00000375977,9606.ENSP00000352257,0,0,0,0,0,0.999,0,0,0.999
NDUFS6,NDUFA2,1846362,1844104,9606.ENSP00000274137,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.999
PPP1CA,PPP1R8,1850792,1849448,9606.ENSP00000326031,9606.ENSP00000311677,0,0,0,0,0,0.999,0,0,0.999
COPS7B,COPS3,1846289,1846040,9606.ENSP00000272995,9606.ENSP00000268717,0,0,0,0,0,0.999,0,0,0.999
PSMB3,PSMA3,1843022,1842599,9606.ENSP00000225426,9606.ENSP00000216455,0,0,0,0,0,0.999,0,0,0.999
PSMA7,PSMA3,1855365,1842599,9606.ENSP00000359910,9606.ENSP00000216455,0,0,0,0.816,0,0.999,0,0,0.999
LSM2,LSM3,1856353,1848377,9606.ENSP00000364813,9606.ENSP00000302160,0,0,0,0,0,0.999,0,0,0.999
NSFL1C,VCP,1861362,1853766,9606.ENSP00000418529,9606.ENSP00000351777,0,0,0,0,0,0.999,0,0,0.999
LSM3,NAA38,1848377,1843955,9606.ENSP00000302160,9606.ENSP00000249299,0,0,0,0,0,0.999,0,0,0.999
XIAP,CASP3,1853225,1849375,9606.ENSP00000347858,9606.ENSP00000311032,0,0,0,0,0,0.999,0,0,0.999
MED13,OBFC1,1858525,1843006,9606.ENSP00000380888,9606.ENSP00000224950,0,0,0,0,0,0.999,0,0,0.999
PSMC2,PSMD5,1847374,1842460,9606.ENSP00000292644,9606.ENSP00000210313,0,0,0,0,0,0.999,0,0,0.999
SNRNP200,SART1,1849929,1849296,9606.ENSP00000317123,9606.ENSP00000310448,0,0,0,0,0,0.999,0,0,0.999
UBC,SOD1,1852861,1846132,9606.ENSP00000344818,9606.ENSP00000270142,0,0,0,0,0,0.999,0,0,0.999
TAF11,TAF4,1854176,1844180,9606.ENSP00000354633,9606.ENSP00000252996,0,0,0,0,0,0.999,0,0,0.999
SUPT5H,POLR2A,1860450,1849743,9606.ENSP00000404029,9606.ENSP00000314949,0,0,0,0,0,0.999,0,0,0.999
NFE2L2,UBC,1858451,1852861,9606.ENSP00000380252,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
POLR2D,POLR2C,1846274,1842734,9606.ENSP00000272645,9606.ENSP00000219252,0,0,0,0,0,0.999,0,0,0.999
UBC,HSPA4,1852861,1848476,9606.ENSP00000344818,9606.ENSP00000302961,0,0,0,0,0,0.999,0,0,0.999
EIF3I,EIF3E,1855943,1842805,9606.ENSP00000362688,9606.ENSP00000220849,0,0,0,0,0,0.999,0,0,0.999
LSM3,SNRPD3,1848377,1842511,9606.ENSP00000302160,9606.ENSP00000215829,0,0,0,0,0,0.999,0,0,0.999
PSMB2,PSMB5,1855861,1854354,9606.ENSP00000362334,9606.ENSP00000355325,0,0,0,0,0,0.999,0,0,0.999
EIF4G1,EIF4A1,1852064,1847443,9606.ENSP00000338020,9606.ENSP00000293831,0,0,0,0,0,0.999,0,0,0.999
UBC,UBE2K,1852861,1844908,9606.ENSP00000344818,9606.ENSP00000261427,0,0,0,0,0,0.999,0,0,0.999
USP4,LSM7,1845768,1844145,9606.ENSP00000265560,9606.ENSP00000252622,0,0,0,0,0,0.999,0,0,0.999
EIF3B,EIF3E,1854079,1842805,9606.ENSP00000354125,9606.ENSP00000220849,0,0,0,0,0,0.999,0,0,0.999
ERCC3,MNAT1,1846961,1844871,9606.ENSP00000285398,9606.ENSP00000261245,0,0,0,0,0,0.999,0,0,0.999
MAP2K1,MAPK1,1848411,1842512,9606.ENSP00000302486,9606.ENSP00000215832,0,0,0,0.644,0,0.999,0,0,0.999
POLR2G,POLR2C,1848338,1842734,9606.ENSP00000301788,9606.ENSP00000219252,0,0,0,0,0,0.999,0,0,0.999
POLR2A,POLR2C,1849743,1842734,9606.ENSP00000314949,9606.ENSP00000219252,0,0,0,0,0,0.999,0,0,0.999
PSMD6,PSMD10,1847640,1842679,9606.ENSP00000295901,9606.ENSP00000217958,0,0,0,0,0,0.999,0,0,0.999
PSMA1,PSMA5,1861079,1846187,9606.ENSP00000414359,9606.ENSP00000271308,0,0,0,0.825,0,0.999,0,0,0.999
PSMB4,PSMB3,1847239,1843022,9606.ENSP00000290541,9606.ENSP00000225426,0,0,0,0,0,0.999,0,0,0.999
PSMB1,PSMB3,1845087,1843022,9606.ENSP00000262193,9606.ENSP00000225426,0,0,0,0.758,0,0.999,0,0,0.999
PSMA7,PSMB4,1855365,1847239,9606.ENSP00000359910,9606.ENSP00000290541,0,0,0,0,0,0.999,0,0,0.999
H2AFX,UBC,1856252,1852861,9606.ENSP00000364310,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
TRIP4,MED4,1845018,1844623,9606.ENSP00000261884,9606.ENSP00000258648,0,0,0,0,0,0.999,0,0,0.999
PSMD6,PSMA6,1847640,1844920,9606.ENSP00000295901,9606.ENSP00000261479,0,0,0,0,0,0.999,0,0,0.999
RAN,TNPO1,1857999,1851910,9606.ENSP00000376176,9606.ENSP00000336712,0,0,0,0,0,0.999,0,0,0.999
FNTA,FNTB,1848527,1843809,9606.ENSP00000303423,9606.ENSP00000246166,0,0,0,0,0,0.999,0,0,0.999
PSMC3,PSMD7,1847998,1842741,9606.ENSP00000298852,9606.ENSP00000219313,0,0,0,0,0,0.999,0,0,0.999
PSMA7,UCHL5,1855365,1854595,9606.ENSP00000359910,9606.ENSP00000356425,0,0,0,0,0,0.999,0,0,0.999
SEC13,NUP133,1849495,1844901,9606.ENSP00000312122,9606.ENSP00000261396,0,0,0,0,0,0.999,0,0,0.999
SUZ12,EED,1849881,1845338,9606.ENSP00000316578,9606.ENSP00000263360,0,0,0,0,0,0.999,0,0,0.999
PPP2R1A,PPP2R5B,1850680,1842289,9606.ENSP00000324804,9606.ENSP00000164133,0,0,0,0,0,0.999,0,0,0.999
SNRPB,SNRPD3,1860980,1842511,9606.ENSP00000412566,9606.ENSP00000215829,0,0,0,0,0,0.999,0,0,0.999
TTI1,TELO2,1855904,1845117,9606.ENSP00000362546,9606.ENSP00000262319,0,0,0,0,0,0.999,0,0,0.999
COPS3,COPS7A,1846040,1843187,9606.ENSP00000268717,9606.ENSP00000229251,0,0,0,0,0,0.999,0,0,0.999
UBL5,SART1,1853722,1849296,9606.ENSP00000351492,9606.ENSP00000310448,0,0,0,0,0,0.999,0,0,0.999
LSM5,LSM3,1860867,1848377,9606.ENSP00000410758,9606.ENSP00000302160,0,0,0,0,0,0.999,0,0,0.999
PSMC2,PSMD10,1847374,1842679,9606.ENSP00000292644,9606.ENSP00000217958,0,0,0,0,0,0.999,0,0,0.999
EIF3I,EIF3A,1855943,1854958,9606.ENSP00000362688,9606.ENSP00000358140,0,0,0,0,0,0.999,0,0,0.999
EIF2B5,EIF2B2,1846336,1845860,9606.ENSP00000273783,9606.ENSP00000266126,0,0,0,0,0,0.999,0,0,0.999
VPS72,RUVBL1,1854910,1850035,9606.ENSP00000357887,9606.ENSP00000318297,0,0,0,0,0,0.999,0,0,0.999
PSMA1,PSMB3,1861079,1843022,9606.ENSP00000414359,9606.ENSP00000225426,0,0,0,0,0,0.999,0,0,0.999
PRPF4,NHP2L1,1856059,1842526,9606.ENSP00000363313,9606.ENSP00000215956,0,0,0,0,0,0.999,0,0,0.999
MAP3K7,TRAF6,1855005,1852047,9606.ENSP00000358335,9606.ENSP00000337853,0,0,0,0,0,0.999,0,0,0.999
LSM7,NAA38,1844145,1843955,9606.ENSP00000252622,9606.ENSP00000249299,0,0,0,0,0,0.999,0,0,0.999
PSMB1,PSMA6,1845087,1844920,9606.ENSP00000262193,9606.ENSP00000261479,0,0,0,0,0,0.999,0,0,0.999
PSMA1,PSMB4,1861079,1847239,9606.ENSP00000414359,9606.ENSP00000290541,0,0,0,0,0,0.999,0,0,0.999
GPS1,COPS6,1853150,1848600,9606.ENSP00000347251,9606.ENSP00000304102,0,0,0,0,0,0.999,0,0,0.999
PSMB2,PSMA6,1855861,1844920,9606.ENSP00000362334,9606.ENSP00000261479,0,0,0,0,0,0.999,0,0,0.999
COG4,COG3,1849819,1844624,9606.ENSP00000315775,9606.ENSP00000258654,0,0,0,0,0,0.999,0,0,0.999
POLR2K,POLR2J,1852637,1847371,9606.ENSP00000342889,9606.ENSP00000292614,0,0,0,0,0,0.999,0,0,0.999
EIF3A,EIF3B,1854958,1854079,9606.ENSP00000358140,9606.ENSP00000354125,0,0,0,0,0,0.999,0,0,0.999
PSMA7,PSMB3,1855365,1843022,9606.ENSP00000359910,9606.ENSP00000225426,0,0,0,0,0,0.999,0,0,0.999
MED4,OBFC1,1844623,1843006,9606.ENSP00000258648,9606.ENSP00000224950,0,0,0,0,0,0.999,0,0,0.999
EIF2B4,EIF2B5,1859834,1846336,9606.ENSP00000394869,9606.ENSP00000273783,0,0,0,0,0,0.999,0,0,0.999
PSMA6,PSMB3,1844920,1843022,9606.ENSP00000261479,9606.ENSP00000225426,0,0,0,0,0,0.999,0,0,0.999
MED16,OBFC1,1850753,1843006,9606.ENSP00000325612,9606.ENSP00000224950,0,0,0,0,0,0.999,0,0,0.999
POLR2A,POLR2J,1849743,1847371,9606.ENSP00000314949,9606.ENSP00000292614,0,0,0,0,0,0.999,0,0,0.999
PSMC3,PSMD5,1847998,1842460,9606.ENSP00000298852,9606.ENSP00000210313,0,0,0,0,0,0.999,0,0,0.999
CRY2,FBXL3,1860621,1853221,9606.ENSP00000406751,9606.ENSP00000347834,0,0,0,0,0,0.999,0,0,0.999
VCP,DERL1,1853766,1844703,9606.ENSP00000351777,9606.ENSP00000259512,0,0,0,0,0,0.999,0,0,0.999
PSMB4,PSMA6,1847239,1844920,9606.ENSP00000290541,9606.ENSP00000261479,0,0,0,0,0,0.999,0,0,0.999
GPS1,COPS3,1853150,1846040,9606.ENSP00000347251,9606.ENSP00000268717,0,0,0,0,0,0.999,0,0,0.999
SNRNP200,PRPF8,1849929,1848629,9606.ENSP00000317123,9606.ENSP00000304350,0,0,0,0,0,0.999,0,0,0.999
PSMB5,PSMB1,1854354,1845087,9606.ENSP00000355325,9606.ENSP00000262193,0,0,0,0.657,0,0.999,0,0,0.999
POLR2K,POLR2C,1852637,1842734,9606.ENSP00000342889,9606.ENSP00000219252,0,0,0,0,0,0.999,0,0,0.999
UBC,PSMC2,1852861,1847374,9606.ENSP00000344818,9606.ENSP00000292644,0,0,0,0,0,0.999,0,0,0.999
PPP2R5C,PPP2R1A,1860968,1850680,9606.ENSP00000412324,9606.ENSP00000324804,0,0,0,0,0,0.999,0,0,0.999
LSM5,LSM2,1860867,1856353,9606.ENSP00000410758,9606.ENSP00000364813,0,0,0,0,0,0.999,0,0,0.999
PSMA5,PSMA3,1846187,1842599,9606.ENSP00000271308,9606.ENSP00000216455,0,0,0,0.833,0,0.999,0,0,0.999
TSN,TSNAX,1857846,1854416,9606.ENSP00000374332,9606.ENSP00000355599,0,0,0,0.681,0,0.999,0,0,0.999
FADD,RIPK1,1848342,1844726,9606.ENSP00000301838,9606.ENSP00000259808,0,0,0,0,0,0.999,0,0,0.999
PSMB5,PSMB6,1854354,1846162,9606.ENSP00000355325,9606.ENSP00000270586,0,0,0,0.759,0,0.999,0,0,0.999
ARPC2,ARPC5L,1847604,1844701,9606.ENSP00000295685,9606.ENSP00000259477,0,0,0,0,0,0.999,0,0,0.999
SUMO1,UBA2,1857989,1843822,9606.ENSP00000376076,9606.ENSP00000246548,0,0,0,0,0,0.999,0,0,0.999
FAF1,UBC,1855550,1852861,9606.ENSP00000360843,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
PSMD7,PSMD10,1842741,1842679,9606.ENSP00000219313,9606.ENSP00000217958,0,0,0,0,0,0.999,0,0,0.999
LSM4,NAA38,1864161,1843955,9606.ENSP00000469468,9606.ENSP00000249299,0,0,0,0,0,0.999,0,0,0.999
POLR2K,POLR2A,1852637,1849743,9606.ENSP00000342889,9606.ENSP00000314949,0,0,0,0,0,0.999,0,0,0.999
STRN3,CCT5,1853542,1846664,9606.ENSP00000350071,9606.ENSP00000280326,0,0,0,0,0,0.999,0,0,0.999
UBE3A,UBC,1858549,1852861,9606.ENSP00000381045,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
PSMA1,UCHL5,1861079,1854595,9606.ENSP00000414359,9606.ENSP00000356425,0,0,0,0,0,0.999,0,0,0.999
MAP2K1,RAF1,1848411,1844086,9606.ENSP00000302486,9606.ENSP00000251849,0,0,0,0.631,0,0.999,0,0,0.999
EXOSC10,EXOSC7,1856580,1845771,9606.ENSP00000366135,9606.ENSP00000265564,0,0,0,0,0,0.999,0,0,0.999
STRN3,CCT3,1853542,1847605,9606.ENSP00000350071,9606.ENSP00000295688,0,0,0,0,0,0.999,0,0,0.999
UCHL5,PSMD10,1854595,1842679,9606.ENSP00000356425,9606.ENSP00000217958,0,0,0,0,0,0.999,0,0,0.999
EIF3A,EIF3E,1854958,1842805,9606.ENSP00000358140,9606.ENSP00000220849,0,0,0,0,0,0.999,0,0,0.999
ERCC2,MNAT1,1857962,1844871,9606.ENSP00000375809,9606.ENSP00000261245,0,0,0,0,0,0.999,0,0,0.999
PSMA7,PSMA5,1855365,1846187,9606.ENSP00000359910,9606.ENSP00000271308,0,0,0,0.877,0,0.999,0,0,0.999
PSMB2,PSMB3,1855861,1843022,9606.ENSP00000362334,9606.ENSP00000225426,0,0,0,0,0,0.999,0,0,0.999
VCP,UBC,1853766,1852861,9606.ENSP00000351777,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
SUMO1,UBE2I,1857989,1850693,9606.ENSP00000376076,9606.ENSP00000324897,0,0,0,0,0,0.999,0,0,0.999
VCP,UBE4B,1853766,1852648,9606.ENSP00000351777,9606.ENSP00000343001,0,0,0,0,0,0.999,0,0,0.999
UCHL5,PSMB1,1854595,1845087,9606.ENSP00000356425,9606.ENSP00000262193,0,0,0,0,0,0.999,0,0,0.999
PSMD1,PSMD7,1849179,1842741,9606.ENSP00000309474,9606.ENSP00000219313,0,0,0,0,0,0.999,0,0,0.999
NDUFV1,NDUFA2,1850451,1844104,9606.ENSP00000322450,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.999
PSMB5,PSMB3,1854354,1843022,9606.ENSP00000355325,9606.ENSP00000225426,0,0,0,0.674,0,0.999,0,0,0.999
EFTUD2,PRPF8,1859618,1848629,9606.ENSP00000392094,9606.ENSP00000304350,0,0,0,0,0,0.999,0,0,0.999
UCHL5,PSMD6,1854595,1847640,9606.ENSP00000356425,9606.ENSP00000295901,0,0,0,0,0,0.999,0,0,0.999
POLR2G,POLR2D,1848338,1846274,9606.ENSP00000301788,9606.ENSP00000272645,0,0,0,0,0,0.999,0,0,0.999
RPL10A,RPL8,1856010,1845175,9606.ENSP00000363018,9606.ENSP00000262584,0,0,0,0,0,0.999,0,0,0.999
MED6,OBFC1,1844426,1843006,9606.ENSP00000256379,9606.ENSP00000224950,0,0,0,0,0,0.999,0,0,0.999
RABGEF1,RABEP1,1846935,1845155,9606.ENSP00000284957,9606.ENSP00000262477,0,0,0,0,0,0.999,0,0,0.999
RPL32,RPL8,1858438,1845175,9606.ENSP00000380156,9606.ENSP00000262584,0,0,0,0,0,0.999,0,0,0.999
TAF12,TAF4,1845448,1844180,9606.ENSP00000263974,9606.ENSP00000252996,0,0,0,0,0,0.999,0,0,0.999
PSMA5,PSMA6,1846187,1844920,9606.ENSP00000271308,9606.ENSP00000261479,0,0,0,0.813,0,0.999,0,0,0.999
LSM2,LSM1,1856353,1849319,9606.ENSP00000364813,9606.ENSP00000310596,0,0,0,0,0,0.999,0,0,0.999
UBC,UBA1,1852861,1852107,9606.ENSP00000344818,9606.ENSP00000338413,0,0,0,0,0,0.999,0,0,0.999
EIF3A,EIF3J,1854958,1845012,9606.ENSP00000358140,9606.ENSP00000261868,0,0,0,0,0,0.999,0,0,0.999
NDUFS2,NDUFA2,1854702,1844104,9606.ENSP00000356972,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.999
PSMC3,PSMD10,1847998,1842679,9606.ENSP00000298852,9606.ENSP00000217958,0,0,0,0,0,0.999,0,0,0.999
SEC31A,SEC13,1853159,1849495,9606.ENSP00000347329,9606.ENSP00000312122,0,0,0,0,0,0.999,0,0,0.999
UCHL3,UBC,1856711,1852861,9606.ENSP00000366819,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
PSMA1,PSMA7,1861079,1855365,9606.ENSP00000414359,9606.ENSP00000359910,0,0,0,0.842,0,0.999,0,0,0.999
PPP2R2A,PPP2R1A,1850707,1850680,9606.ENSP00000325074,9606.ENSP00000324804,0,0,0,0,0,0.999,0,0,0.999
BAD,AKT1,1849142,1846136,9606.ENSP00000309103,9606.ENSP00000270202,0,0,0,0,0,0.999,0,0,0.999
LSM5,LSM1,1860867,1849319,9606.ENSP00000410758,9606.ENSP00000310596,0,0,0,0,0,0.999,0,0,0.999
PSMC3,PSMC2,1847998,1847374,9606.ENSP00000298852,9606.ENSP00000292644,0,0,0,0.898,0,0.999,0,0,0.999
