#node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
PSMD1,PSME3,1849179,1847408,9606.ENSP00000309474,9606.ENSP00000293362,0,0,0,0,0,0.913,0,0,0.913
UBE2H,SSU72,1853222,1847280,9606.ENSP00000347836,9606.ENSP00000291386,0,0,0,0,0,0.913,0,0,0.913
TOP2B,SMARCB1,1859958,1845291,9606.ENSP00000396704,9606.ENSP00000263121,0,0,0,0,0,0.913,0,0,0.913
PHB,RAF1,1848178,1844086,9606.ENSP00000300408,9606.ENSP00000251849,0,0,0,0,0,0.914,0,0,0.913
RAB4A,RUFY1,1854430,1850752,9606.ENSP00000355651,9606.ENSP00000325594,0,0,0,0,0,0.914,0,0,0.913
UBC,RUVBL1,1852861,1850035,9606.ENSP00000344818,9606.ENSP00000318297,0,0,0,0,0,0.912,0,0,0.912
IFNAR1,FBXW11,1846131,1845689,9606.ENSP00000270139,9606.ENSP00000265094,0,0,0,0,0,0.912,0,0,0.912
PEX2,PEX13,1853457,1847520,9606.ENSP00000349543,9606.ENSP00000295030,0,0,0,0,0,0.911,0,0,0.911
METTL17,MRPS35,1857591,1842250,9606.ENSP00000372445,9606.ENSP00000081029,0,0,0,0,0,0.911,0,0,0.911
UBAP1,TSG101,1862169,1844091,9606.ENSP00000441024,9606.ENSP00000251968,0,0,0,0,0,0.912,0,0,0.911
MRPL46,MRPL33,1849519,1847677,9606.ENSP00000312311,9606.ENSP00000296102,0,0,0,0,0,0.911,0,0,0.911
UBAP1,VPS37A,1862169,1850062,9606.ENSP00000441024,9606.ENSP00000318629,0,0,0,0,0,0.912,0,0,0.911
BMI1,UBE2D3,1856537,1853486,9606.ENSP00000365851,9606.ENSP00000349722,0,0,0,0,0,0.911,0,0,0.911
UBC,PRKACA,1852861,1849201,9606.ENSP00000344818,9606.ENSP00000309591,0,0,0,0,0,0.911,0,0,0.911
MRPL19,TMEM177,1858138,1846266,9606.ENSP00000377486,9606.ENSP00000272521,0,0,0,0,0,0.911,0,0,0.911
PCBP2,HNRNPL,1853847,1842831,9606.ENSP00000352438,9606.ENSP00000221419,0,0,0,0,0,0.912,0,0,0.911
ATXN7L3,TAF12,1859997,1845448,9606.ENSP00000397259,9606.ENSP00000263974,0,0,0,0,0,0.911,0,0,0.911
PSMB2,PSMD5,1855861,1842460,9606.ENSP00000362334,9606.ENSP00000210313,0,0,0,0,0,0.911,0,0,0.911
EIF1,UBC,1861420,1852861,9606.ENSP00000419449,9606.ENSP00000344818,0,0,0,0,0,0.911,0,0,0.911
TSR1,MRPL44,1848283,1844592,9606.ENSP00000301364,9606.ENSP00000258383,0,0,0,0,0,0.912,0,0,0.911
PTPN11,PIK3R1,1852389,1846375,9606.ENSP00000340944,9606.ENSP00000274335,0,0,0,0,0,0.912,0,0,0.911
PRPF8,NAA38,1848629,1843955,9606.ENSP00000304350,9606.ENSP00000249299,0,0,0,0,0,0.911,0,0,0.911
UBC,NUP62,1852861,1848740,9606.ENSP00000344818,9606.ENSP00000305503,0,0,0,0,0,0.911,0,0,0.911
UBC,ELP3,1852861,1844429,9606.ENSP00000344818,9606.ENSP00000256398,0,0,0,0,0,0.91,0,0,0.91
ATXN7L3,TAF5L,1859997,1844584,9606.ENSP00000397259,9606.ENSP00000258281,0,0,0,0,0,0.91,0,0,0.91
UBC,CD63,1852861,1844542,9606.ENSP00000344818,9606.ENSP00000257857,0,0,0,0,0,0.909,0,0,0.909
UBC,SPAG9,1852861,1845039,9606.ENSP00000344818,9606.ENSP00000262013,0,0,0,0,0,0.91,0,0,0.909
MRPL50,MRPL32,1856194,1842975,9606.ENSP00000363999,9606.ENSP00000223324,0,0,0,0,0,0.909,0,0,0.909
SUPT5H,NENF,1860450,1854489,9606.ENSP00000404029,9606.ENSP00000355955,0,0,0,0,0,0.909,0,0,0.909
TMEM9,VMA21,1854568,1851565,9606.ENSP00000356298,9606.ENSP00000333255,0,0,0,0,0,0.909,0,0,0.909
TSR1,MRPL32,1848283,1842975,9606.ENSP00000301364,9606.ENSP00000223324,0,0,0,0,0,0.909,0,0,0.909
CTTN,UBC,1856519,1852861,9606.ENSP00000365745,9606.ENSP00000344818,0,0,0,0,0,0.909,0,0,0.909
MRPL37,MRPL32,1854074,1842975,9606.ENSP00000354086,9606.ENSP00000223324,0,0,0,0,0,0.909,0,0,0.909
UBC,DCAF13,1852861,1847888,9606.ENSP00000344818,9606.ENSP00000297579,0,0,0,0,0,0.91,0,0,0.909
ECI2,SCP2,1857160,1855499,9606.ENSP00000369461,9606.ENSP00000360569,0,0,0,0,0,0.909,0,0,0.909
TMEM177,MRPL44,1846266,1844592,9606.ENSP00000272521,9606.ENSP00000258383,0,0,0,0,0,0.909,0,0,0.909
USP7,UBB,1852711,1848662,9606.ENSP00000343535,9606.ENSP00000304697,0,0,0,0,0,0.908,0,0,0.908
SPCS3,UBC,1861710,1852861,9606.ENSP00000427463,9606.ENSP00000344818,0,0,0,0,0,0.908,0,0,0.908
EPRS,UBA1,1854472,1852107,9606.ENSP00000355890,9606.ENSP00000338413,0,0,0,0,0,0.908,0,0,0.908
NSFL1C,PLAA,1861362,1858478,9606.ENSP00000418529,9606.ENSP00000380460,0,0,0,0,0,0.907,0,0,0.907
UBC,CD81,1852861,1845382,9606.ENSP00000344818,9606.ENSP00000263645,0,0,0,0,0,0.907,0,0,0.907
IARS,TXLNA,1856347,1855948,9606.ENSP00000364794,9606.ENSP00000362711,0,0,0,0,0,0.907,0,0,0.907
MRPS26,MRPS28,1857201,1846503,9606.ENSP00000369682,9606.ENSP00000276585,0,0,0,0,0,0.907,0,0,0.907
MRPS26,MRPS35,1857201,1842250,9606.ENSP00000369682,9606.ENSP00000081029,0,0,0,0,0,0.907,0,0,0.907
CSNK1A1,AXIN1,1861538,1845118,9606.ENSP00000421689,9606.ENSP00000262320,0,0,0,0,0,0.907,0,0,0.907
UBC,TFG,1852861,1843580,9606.ENSP00000344818,9606.ENSP00000240851,0,0,0,0,0,0.908,0,0,0.907
MRPL47,MRPL44,1861310,1844592,9606.ENSP00000417602,9606.ENSP00000258383,0,0,0,0,0,0.908,0,0,0.907
RAD23B,UBB,1853623,1848662,9606.ENSP00000350708,9606.ENSP00000304697,0,0,0,0,0,0.907,0,0,0.907
SNX9,UBC,1857986,1852861,9606.ENSP00000376024,9606.ENSP00000344818,0,0,0,0,0,0.907,0,0,0.907
THADA,SEC24A,1859082,1858661,9606.ENSP00000385995,9606.ENSP00000381823,0,0,0,0,0,0.907,0,0,0.907
UCHL3,UBE4B,1856711,1852648,9606.ENSP00000366819,9606.ENSP00000343001,0,0,0,0,0,0.908,0,0,0.907
ECD,PSMD1,1860293,1849179,9606.ENSP00000401566,9606.ENSP00000309474,0,0,0,0,0,0.907,0,0,0.907
SEC23IP,UBE2H,1854946,1853222,9606.ENSP00000358071,9606.ENSP00000347836,0,0,0,0,0,0.907,0,0,0.907
SRPRB,SBDS,1861356,1843839,9606.ENSP00000418401,9606.ENSP00000246868,0,0,0,0,0,0.908,0,0,0.907
DEK,UBC,1858473,1852861,9606.ENSP00000380414,9606.ENSP00000344818,0,0,0,0,0,0.908,0,0,0.907
MPLKIP,SBDS,1848650,1843839,9606.ENSP00000304553,9606.ENSP00000246868,0,0,0,0,0,0.907,0,0,0.907
DIS3,EXOSC2,1856750,1855666,9606.ENSP00000366997,9606.ENSP00000361433,0,0,0,0,0,0.907,0,0,0.907
UBC,RIC8A,1852861,1850785,9606.ENSP00000344818,9606.ENSP00000325941,0,0,0,0,0,0.907,0,0,0.907
SON,SRSF7,1853380,1850781,9606.ENSP00000348984,9606.ENSP00000325905,0,0,0,0,0,0.907,0,0,0.907
UBC,CASP3,1852861,1849375,9606.ENSP00000344818,9606.ENSP00000311032,0,0,0,0,0,0.907,0,0,0.907
FTSJ3,UBC,1859955,1852861,9606.ENSP00000396673,9606.ENSP00000344818,0,0,0,0,0,0.906,0,0,0.906
MED20,FBXW11,1845732,1845689,9606.ENSP00000265350,9606.ENSP00000265094,0,0,0,0,0,0.906,0,0,0.906
LSM4,VAC14,1864161,1844990,9606.ENSP00000469468,9606.ENSP00000261776,0,0,0,0,0,0.906,0,0,0.906
RNF220,USP7,1853184,1852711,9606.ENSP00000347548,9606.ENSP00000343535,0,0,0,0,0,0.906,0,0,0.906
UBQLN2,USP9X,1852907,1849866,9606.ENSP00000345195,9606.ENSP00000316357,0,0,0,0,0,0.906,0,0,0.906
UFC1,USP9X,1854704,1849866,9606.ENSP00000356982,9606.ENSP00000316357,0,0,0,0,0,0.906,0,0,0.906
SLC30A5,ATP6V1E1,1858406,1844227,9606.ENSP00000379836,9606.ENSP00000253413,0,0,0,0,0,0.906,0,0,0.906
UBC,PRKAG1,1852861,1850588,9606.ENSP00000344818,9606.ENSP00000323867,0,0,0,0,0,0.906,0,0,0.906
UBA52,UFC1,1859324,1854704,9606.ENSP00000388107,9606.ENSP00000356982,0,0,0,0,0,0.906,0,0,0.905
MAGOH,SRSF1,1855489,1844652,9606.ENSP00000360525,9606.ENSP00000258962,0,0,0,0,0,0.905,0,0,0.905
HNRNPAB,MRPS7,1853670,1843762,9606.ENSP00000351108,9606.ENSP00000245539,0,0,0,0,0,0.905,0,0,0.905
HTT,UBE2K,1853139,1844908,9606.ENSP00000347184,9606.ENSP00000261427,0,0,0,0,0,0.905,0,0,0.905
MPLKIP,RBM27,1848650,1845715,9606.ENSP00000304553,9606.ENSP00000265271,0,0,0,0,0,0.905,0,0,0.905
MRPL19,MRPL14,1858138,1855601,9606.ENSP00000377486,9606.ENSP00000361084,0,0,0,0,0,0.906,0,0,0.905
SF3B1,PRPF8,1851836,1848629,9606.ENSP00000335321,9606.ENSP00000304350,0,0,0,0,0,0.905,0,0,0.905
MRPL13,MRPL44,1848857,1844592,9606.ENSP00000306548,9606.ENSP00000258383,0,0,0,0,0,0.906,0,0,0.905
NDUFS8,NDUFS6,1849818,1846362,9606.ENSP00000315774,9606.ENSP00000274137,0,0,0,0,0,0.905,0,0,0.905
SMPD4,UBC,1859179,1852861,9606.ENSP00000386531,9606.ENSP00000344818,0,0,0,0,0,0.906,0,0,0.905
SRPRB,SARNP,1861356,1852022,9606.ENSP00000418401,9606.ENSP00000337632,0,0,0,0,0,0.905,0,0,0.905
MRPL19,TSR1,1858138,1848283,9606.ENSP00000377486,9606.ENSP00000301364,0,0,0,0,0,0.905,0,0,0.905
SARNP,MRPS31,1852022,1849784,9606.ENSP00000337632,9606.ENSP00000315397,0,0,0,0,0,0.905,0,0,0.905
MRPL55,MRPL32,1854438,1842975,9606.ENSP00000355692,9606.ENSP00000223324,0,0,0,0,0,0.905,0,0,0.905
UBC,VPS33A,1852861,1845926,9606.ENSP00000344818,9606.ENSP00000267199,0,0,0,0,0,0.905,0,0,0.905
MRPL50,TMEM177,1856194,1846266,9606.ENSP00000363999,9606.ENSP00000272521,0,0,0,0,0,0.906,0,0,0.905
FAF1,UFD1L,1855550,1845303,9606.ENSP00000360843,9606.ENSP00000263202,0,0,0,0,0,0.906,0,0,0.905
SLC30A1,UBC,1854494,1852861,9606.ENSP00000355968,9606.ENSP00000344818,0,0,0,0,0,0.905,0,0,0.905
MRPL50,MRPL15,1856194,1844752,9606.ENSP00000363999,9606.ENSP00000260102,0,0,0,0,0,0.906,0,0,0.905
RPS24,RPL6,1861076,1842405,9606.ENSP00000414321,9606.ENSP00000202773,0,0,0,0,0,0.904,0,0,0.904
UBFD1,PSMC3,1858344,1847998,9606.ENSP00000379217,9606.ENSP00000298852,0,0,0,0,0,0.904,0,0,0.904
UBC,C1QBP,1852861,1843043,9606.ENSP00000344818,9606.ENSP00000225698,0,0,0,0,0,0.904,0,0,0.904
SCP2,TIMM44,1855499,1846158,9606.ENSP00000360569,9606.ENSP00000270538,0,0,0,0,0,0.904,0,0,0.904
DCTN2,MCM7,1860745,1848945,9606.ENSP00000408910,9606.ENSP00000307288,0,0,0,0,0,0.904,0,0,0.904
LSM2,PRPF3,1856353,1849780,9606.ENSP00000364813,9606.ENSP00000315379,0,0,0,0,0,0.903,0,0,0.903
SMARCE1,HMGXB4,1850602,1842544,9606.ENSP00000323967,9606.ENSP00000216106,0,0,0,0,0,0.904,0,0,0.903
FBXO11,COPS6,1858984,1848600,9606.ENSP00000384823,9606.ENSP00000304102,0,0,0,0,0,0.903,0,0,0.903
UBC,TAF5L,1852861,1844584,9606.ENSP00000344818,9606.ENSP00000258281,0,0,0,0,0,0.903,0,0,0.903
EBNA1BP2,PWP1,1860657,1859270,9606.ENSP00000407323,9606.ENSP00000387365,0,0,0,0,0,0.903,0,0,0.903
USP7,TRIP12,1852711,1846877,9606.ENSP00000343535,9606.ENSP00000283943,0,0,0,0,0,0.903,0,0,0.903
MYBBP1A,WDR75,1857398,1849690,9606.ENSP00000370968,9606.ENSP00000314193,0,0,0,0,0,0.903,0,0,0.903
UBC,AP3S1,1852861,1850729,9606.ENSP00000344818,9606.ENSP00000325369,0,0,0,0,0,0.902,0,0,0.903
RBM34,DDX24,1859138,1851065,9606.ENSP00000386226,9606.ENSP00000328690,0,0,0,0,0,0.903,0,0,0.903
UBC,PSMD10,1852861,1842679,9606.ENSP00000344818,9606.ENSP00000217958,0,0,0,0,0,0.903,0,0,0.903
TIMM44,RBM27,1846158,1845715,9606.ENSP00000270538,9606.ENSP00000265271,0,0,0,0,0,0.903,0,0,0.903
GNL3,NHP2L1,1859893,1842526,9606.ENSP00000395772,9606.ENSP00000215956,0,0,0,0,0,0.903,0,0,0.903
MRPL47,TSR1,1861310,1848283,9606.ENSP00000417602,9606.ENSP00000301364,0,0,0,0,0,0.904,0,0,0.903
PRPF3,ZMAT2,1849780,1846408,9606.ENSP00000315379,9606.ENSP00000274712,0,0,0,0,0,0.903,0,0,0.903
ETV6,UBC,1858387,1852861,9606.ENSP00000379658,9606.ENSP00000344818,0,0,0,0,0,0.903,0,0,0.903
PES1,CEBPZ,1853086,1843387,9606.ENSP00000346725,9606.ENSP00000234170,0,0,0,0,0,0.903,0,0,0.903
MYBBP1A,UTP15,1857398,1847790,9606.ENSP00000370968,9606.ENSP00000296792,0,0,0,0,0,0.903,0,0,0.903
ACTR1A,MCM7,1855133,1848945,9606.ENSP00000358921,9606.ENSP00000307288,0,0,0,0,0,0.903,0,0,0.903
TXLNA,QARS,1855948,1848971,9606.ENSP00000362711,9606.ENSP00000307567,0,0,0,0,0,0.904,0,0,0.903
SBDS,SNX3,1843839,1843237,9606.ENSP00000246868,9606.ENSP00000230085,0,0,0,0,0,0.903,0,0,0.903
RPL10A,RPS27L,1856010,1851302,9606.ENSP00000363018,9606.ENSP00000331019,0,0,0,0,0,0.904,0,0,0.903
GTF2B,SSU72,1855275,1847280,9606.ENSP00000359531,9606.ENSP00000291386,0,0,0,0,0,0.903,0,0,0.903
RABGEF1,RAB22A,1846935,1843695,9606.ENSP00000284957,9606.ENSP00000244040,0,0,0,0,0,0.903,0,0,0.903
TXLNA,KARS,1855948,1850738,9606.ENSP00000362711,9606.ENSP00000325448,0,0,0,0,0,0.903,0,0,0.903
SNRPD2,PRPF3,1852586,1849780,9606.ENSP00000342374,9606.ENSP00000315379,0,0,0,0,0,0.903,0,0,0.903
ECD,PSMC3,1860293,1847998,9606.ENSP00000401566,9606.ENSP00000298852,0,0,0,0,0,0.902,0,0,0.902
NDUFA7,SCP2,1864424,1855499,9606.ENSP00000470609,9606.ENSP00000360569,0,0,0,0,0,0.902,0,0,0.902
EFTUD2,SF3B1,1859618,1851836,9606.ENSP00000392094,9606.ENSP00000335321,0,0,0,0,0,0.902,0,0,0.902
SEH1L,UBC,1858770,1852861,9606.ENSP00000382779,9606.ENSP00000344818,0,0,0,0,0,0.902,0,0,0.902
UFC1,ZFYVE19,1854704,1853178,9606.ENSP00000356982,9606.ENSP00000347498,0,0,0,0,0,0.902,0,0,0.902
UBC,MRPS7,1852861,1843762,9606.ENSP00000344818,9606.ENSP00000245539,0,0,0,0,0,0.902,0,0,0.902
UBC,KPNA1,1852861,1852732,9606.ENSP00000344818,9606.ENSP00000343701,0,0,0,0,0,0.901,0,0,0.902
VDAC3,SRPRB,1861761,1861356,9606.ENSP00000428845,9606.ENSP00000418401,0,0,0,0,0,0.901,0,0,0.901
MRPL55,MRPS9,1854438,1844611,9606.ENSP00000355692,9606.ENSP00000258455,0,0,0,0,0,0.902,0,0,0.901
NDUFA7,RBM27,1864424,1845715,9606.ENSP00000470609,9606.ENSP00000265271,0,0,0,0,0,0.901,0,0,0.901
MRPL23,MRPL55,1857392,1854438,9606.ENSP00000370930,9606.ENSP00000355692,0,0,0,0,0,0.902,0,0,0.901
MRPL44,MRPL32,1844592,1842975,9606.ENSP00000258383,9606.ENSP00000223324,0,0,0,0,0,0.902,0,0,0.901
TIPRL,PRDX1,1854669,1845208,9606.ENSP00000356807,9606.ENSP00000262746,0,0,0,0,0,0.901,0,0,0.901
SRPRB,MRPS31,1861356,1849784,9606.ENSP00000418401,9606.ENSP00000315397,0,0,0,0,0,0.901,0,0,0.901
MRPL50,TSR1,1856194,1848283,9606.ENSP00000363999,9606.ENSP00000301364,0,0,0,0,0,0.902,0,0,0.901
NDUFS2,NDUFS6,1854702,1846362,9606.ENSP00000356972,9606.ENSP00000274137,0,0,0,0,0,0.902,0,0,0.901
NSUN2,AARS,1845592,1844989,9606.ENSP00000264670,9606.ENSP00000261772,0,0,0,0,0,0.902,0,0,0.901
UBE2D2,ZNF259,1858646,1843109,9606.ENSP00000381717,9606.ENSP00000227322,0,0,0,0,0,0.901,0,0,0.901
MRPL37,TSR1,1854074,1848283,9606.ENSP00000354086,9606.ENSP00000301364,0,0,0,0,0,0.902,0,0,0.901
ZFYVE19,USP9X,1853178,1849866,9606.ENSP00000347498,9606.ENSP00000316357,0,0,0,0,0,0.902,0,0,0.901
TIMM44,SBDS,1846158,1843839,9606.ENSP00000270538,9606.ENSP00000246868,0,0,0,0,0,0.902,0,0,0.901
UBE2H,PRDX2,1853222,1848306,9606.ENSP00000347836,9606.ENSP00000301522,0,0,0,0,0,0.902,0,0,0.901
UBE2H,PRDX1,1853222,1845208,9606.ENSP00000347836,9606.ENSP00000262746,0,0,0,0,0,0.901,0,0,0.901
HNRPDL,HNRNPL,1847580,1842831,9606.ENSP00000295470,9606.ENSP00000221419,0,0,0,0,0,0.902,0,0,0.901
PRKAA1,UBC,1853021,1852861,9606.ENSP00000346148,9606.ENSP00000344818,0,0,0,0,0,0.9,0,0,0.9
RFC1,UBC,1857450,1852861,9606.ENSP00000371321,9606.ENSP00000344818,0,0,0,0,0,0.9,0,0,0.9
DNAJC5,UBC,1854078,1852861,9606.ENSP00000354111,9606.ENSP00000344818,0,0,0,0,0,0.9,0,0,0.9
UBC,ZC3H15,1852861,1852142,9606.ENSP00000344818,9606.ENSP00000338788,0,0,0,0,0,0.9,0,0,0.9
SNX2,UBC,1857048,1852861,9606.ENSP00000368831,9606.ENSP00000344818,0,0,0,0,0,0.9,0,0,0.9
PEX19,PEX2,1854721,1853457,9606.ENSP00000357051,9606.ENSP00000349543,0,0,0,0,0,0.9,0,0,0.9
